school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course
GP,M,18.0,U,GT3,T,4.0,4.0,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,mat
GP,M,17.0,U,GT3,T,3.0,3.0,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,mat
GP,M,17.0,R,GT3,T,2.0,2.0,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,mat
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mat
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,mat
GP,M,18.0,U,LE3,T,2.0,2.0,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,mat
GP,F,17.0,R,GT3,T,2.0,4.0,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,mat
GP,F,18.0,U,GT3,T,3.0,3.0,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,mat
GP,F,18.0,U,LE3,T,2.0,2.0,other,other,home,,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,mat
GP,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,mat
GP,F,17.0,U,GT3,T,3.0,4.0,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,mat
GP,F,19.0,R,GT3,A,3.0,1.0,services,at_home,home,,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,mat
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,mat
GP,F,18.0,U,LE3,T,3.0,3.0,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,mat
GP,F,17.0,R,GT3,A,3.0,2.0,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,mat
GP,F,19.0,U,GT3,T,2.0,1.0,services,services,home,,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,mat
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,mat
GP,M,18.0,U,LE3,T,3.0,4.0,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,mat
GP,F,17.0,U,GT3,A,2.0,2.0,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,mat
GP,F,18.0,U,GT3,T,2.0,3.0,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,mat
GP,F,18.0,U,GT3,T,3.0,2.0,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,mat
GP,M,18.0,R,GT3,T,4.0,3.0,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,mat
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,mat
GP,F,17.0,U,GT3,T,4.0,3.0,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,mat
MS,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,mat
MS,M,19.0,R,GT3,T,1.0,1.0,other,services,home,,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,mat
MS,M,17.0,U,GT3,T,3.0,3.0,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,mat
MS,M,18.0,U,LE3,T,1.0,3.0,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,mat
MS,M,19.0,R,GT3,T,1.0,1.0,other,other,home,,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,mat
MS,M,17.0,R,GT3,T,4.0,3.0,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,mat
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,mat
MS,F,17.0,R,GT3,T,4.0,4.0,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,mat
MS,F,17.0,U,LE3,A,,,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,mat
MS,M,18.0,U,LE3,T,1.0,1.0,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,mat
MS,F,18.0,U,LE3,T,1.0,1.0,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,mat
MS,F,18.0,R,LE3,A,1.0,4.0,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,mat
MS,M,18.0,R,LE3,T,1.0,1.0,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,mat
MS,F,18.0,U,GT3,T,3.0,3.0,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,mat
MS,F,17.0,U,LE3,T,4.0,4.0,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,mat
MS,F,17.0,R,GT3,T,1.0,2.0,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,mat
MS,M,18.0,R,GT3,T,1.0,3.0,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,mat
MS,M,18.0,U,LE3,T,4.0,4.0,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,mat
MS,F,17.0,R,GT3,T,1.0,1.0,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,mat
MS,F,18.0,U,GT3,T,2.0,3.0,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,mat
MS,F,18.0,R,GT3,T,4.0,4.0,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,mat
MS,F,19.0,U,LE3,T,3.0,2.0,services,services,home,,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,mat
MS,M,18.0,R,LE3,T,1.0,2.0,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,mat
MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,mat
MS,F,17.0,R,GT3,T,1.0,2.0,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,mat
MS,F,18.0,R,LE3,T,4.0,4.0,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,mat
MS,F,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,mat
MS,F,20.0,U,GT3,T,4.0,2.0,health,other,course,,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,mat
MS,F,18.0,R,LE3,T,4.0,4.0,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,mat
MS,F,18.0,U,GT3,T,3.0,3.0,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,mat
MS,F,17.0,R,GT3,T,3.0,1.0,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,mat
MS,M,18.0,U,GT3,T,4.0,4.0,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,mat
MS,M,18.0,R,GT3,T,2.0,1.0,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,mat
MS,M,17.0,U,GT3,T,2.0,3.0,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,mat
MS,M,19.0,R,GT3,T,1.0,1.0,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,mat
MS,M,,R,GT3,T,4.0,2.0,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,mat
MS,F,18.0,R,GT3,T,2.0,2.0,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,mat
MS,F,18.0,R,GT3,T,4.0,4.0,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,mat
MS,F,19.0,R,GT3,T,2.0,3.0,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,mat
MS,F,18.0,U,LE3,T,3.0,1.0,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,mat
MS,F,18.0,U,GT3,T,1.0,1.0,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,mat
MS,M,20.0,U,LE3,A,2.0,2.0,services,services,course,,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,mat
MS,M,17.0,U,LE3,T,3.0,1.0,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,mat
MS,M,21.0,R,GT3,T,1.0,1.0,other,other,course,,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,mat
MS,M,18.0,R,LE3,T,3.0,2.0,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,mat
MS,M,19.0,U,LE3,T,1.0,1.0,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,mat
GP,F,18.0,U,GT3,A,4.0,4.0,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,4,0,11,11,por
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,9,11,11,por
GP,F,15.0,U,LE3,T,1.0,1.0,at_home,other,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,6,12,13,12,por
GP,F,15.0,U,GT3,T,4.0,2.0,health,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,14,14,14,por
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,0,11,13,13,por
GP,M,16.0,U,LE3,T,4.0,3.0,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,12,12,13,por
GP,M,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,13,12,13,por
GP,F,17.0,U,GT3,A,4.0,4.0,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,10,13,13,por
GP,M,15.0,U,LE3,A,3.0,2.0,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,0,15,16,17,por
GP,M,15.0,U,GT3,T,3.0,4.0,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,12,12,13,por
GP,F,15.0,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,2,14,14,14,por
GP,F,15.0,U,GT3,T,2.0,1.0,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,0,10,12,13,por
GP,M,15.0,U,LE3,T,4.0,4.0,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,0,12,13,12,por
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,12,12,13,por
GP,M,15.0,U,GT3,A,2.0,2.0,other,other,home,,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,14,15,por
GP,F,16.0,U,GT3,T,4.0,4.0,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,6,17,17,17,por
GP,F,16.0,U,GT3,T,4.0,4.0,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,10,13,13,14,por
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,2,13,14,14,por
GP,M,17.0,U,GT3,T,3.0,2.0,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7,por
GP,M,,U,LE3,T,4.0,3.0,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,6,12,12,12,por
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,12,13,14,por
GP,M,15.0,U,GT3,T,4.0,4.0,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,11,12,12,por
GP,M,16.0,U,LE3,T,4.0,2.0,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,0,12,13,14,por
GP,M,16.0,U,LE3,T,2.0,2.0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,2,10,10,10,por
GP,F,15.0,R,GT3,T,2.0,4.0,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,11,10,por
GP,F,16.0,U,GT3,T,,,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,10,11,12,por
GP,M,15.0,U,GT3,T,2.0,2.0,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,8,11,12,12,por
GP,M,15.0,U,GT3,T,4.0,2.0,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,0,11,11,11,por
GP,M,16.0,U,LE3,A,3.0,4.0,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,12,13,por
GP,M,16.0,U,GT3,T,4.0,4.0,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,12,por
GP,M,15.0,U,GT3,T,4.0,4.0,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,10,11,11,por
GP,M,15.0,U,GT3,T,4.0,4.0,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,2,15,15,15,por
GP,M,15.0,R,GT3,T,4.0,3.0,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,13,14,15,por
GP,M,15.0,U,LE3,T,3.0,3.0,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,13,12,12,por
GP,M,16.0,U,GT3,T,3.0,2.0,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,4,12,12,12,por
GP,F,15.0,U,GT3,T,2.0,3.0,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,4,11,11,11,por
GP,M,15.0,U,LE3,T,4.0,3.0,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,14,14,14,por
GP,M,16.0,R,GT3,A,4.0,4.0,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,4,13,13,13,por
GP,F,15.0,R,GT3,T,3.0,4.0,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,11,12,12,por
GP,F,15.0,R,GT3,T,2.0,2.0,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12,por
GP,F,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,11,11,10,por
GP,M,15.0,U,LE3,T,4.0,4.0,teacher,other,home,,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,10,11,11,por
GP,M,15.0,U,GT3,T,4.0,4.0,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,14,15,15,por
GP,M,15.0,U,GT3,T,2.0,2.0,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,9,10,10,por
GP,F,16.0,U,LE3,T,2.0,2.0,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11,por
GP,F,15.0,U,LE3,A,4.0,3.0,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,11,por
GP,F,16.0,U,LE3,A,3.0,3.0,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,6,13,12,13,por
GP,M,16.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,2,17,17,17,por
GP,M,15.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,11,12,13,por
GP,F,15.0,U,GT3,T,4.0,4.0,services,teacher,other,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,13,12,12,por
GP,F,16.0,U,LE3,T,2.0,2.0,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,14,13,13,por
GP,F,15.0,U,LE3,T,4.0,2.0,health,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,16,14,16,por
GP,M,15.0,U,LE3,A,4.0,2.0,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,10,9,9,por
GP,F,15.0,U,GT3,T,4.0,4.0,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,13,12,12,por
GP,F,15.0,U,LE3,A,3.0,3.0,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,13,12,13,por
GP,F,16.0,U,GT3,A,2.0,1.0,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12,por
GP,F,15.0,U,GT3,A,4.0,3.0,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,15,14,15,por
GP,M,15.0,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,15,15,16,por
GP,M,15.0,U,LE3,T,1.0,2.0,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,14,13,14,por
GP,F,16.0,U,GT3,T,4.0,2.0,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,16,15,16,por
GP,F,16.0,R,GT3,T,4.0,4.0,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,17,16,16,por
GP,F,16.0,U,GT3,T,1.0,1.0,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,10,10,16,por
GP,F,16.0,U,LE3,T,1.0,2.0,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,13,13,10,por
GP,F,16.0,U,GT3,T,4.0,3.0,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,14,13,13,por
GP,F,15.0,U,LE3,T,4.0,3.0,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12,12,por
GP,F,16.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,16,por
GP,M,15.0,U,GT3,A,4.0,4.0,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,11,12,12,por
GP,F,16.0,U,GT3,T,3.0,1.0,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,10,9,10,por
GP,F,15.0,R,LE3,T,2.0,2.0,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11,10,11,por
GP,F,15.0,R,LE3,T,3.0,1.0,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,15,15,15,por
GP,M,16.0,U,GT3,T,3.0,1.0,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,13,11,11,por
GP,M,15.0,U,GT3,T,4.0,2.0,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,11,9,10,por
GP,F,15.0,R,GT3,T,1.0,1.0,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11,por
GP,M,16.0,U,GT3,T,3.0,1.0,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14,por
GP,F,16.0,U,GT3,T,3.0,3.0,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11,por
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11,por
GP,M,15.0,U,GT3,T,4.0,0.0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11,por
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13,por
GP,M,17.0,U,GT3,T,2.0,1.0,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10,por
GP,F,16.0,U,GT3,T,,,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,12,11,11,por
GP,M,15.0,U,GT3,T,2.0,3.0,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,por
GP,M,15.0,U,GT3,T,2.0,3.0,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,por
GP,F,15.0,U,LE3,T,3.0,2.0,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11,por
GP,M,15.0,U,LE3,T,2.0,2.0,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,por
GP,F,15.0,U,GT3,T,1.0,1.0,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,por
GP,F,15.0,U,GT3,T,4.0,4.0,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,por
GP,F,16.0,U,LE3,T,2.0,2.0,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11,por
GP,F,15.0,U,GT3,T,4.0,2.0,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,por
GP,M,16.0,U,GT3,T,2.0,2.0,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11,por
GP,M,16.0,U,LE3,A,4.0,4.0,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10,por
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,por
GP,F,15.0,U,GT3,T,4.0,3.0,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,por
GP,F,16.0,U,LE3,T,3.0,1.0,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,por
GP,F,16.0,U,GT3,T,4.0,2.0,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,por
GP,M,15.0,U,LE3,T,2.0,2.0,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,por
GP,F,15.0,R,GT3,T,1.0,1.0,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,por
